クラブ,名前,ポジション,生年月日,身長,体重
湘南,田村　蒼生,MF,2002/4/20,165,61
湘南,池田　昌生,MF,1999/7/8,177,71
湘南,石橋　瀬凪,MF,2006/4/22,180,72
湘南,奥埜　博亮,MF,1989/8/14,171,68
湘南,山口　豪太,MF,2007/4/24,172,67
湘南,中村　龍,MF,2008/7/11,171,60
湘南,鈴木　雄斗,MF,1993/12/7,182,76
湘南,加瀬　直輝,MF,2000/6/7,167,60
湘南,ファビアン　ゴンザレス,FW,1992/11/23,187,85
湘南,小田　裕太郎,FW,2001/8/12,181,70
湘南,太田　修介,FW,1996/2/23,176,70
湘南,渡邊　啓吾,FW,2002/8/25,185,78
湘南,山田　寛人,FW,2000/3/7,183,76
湘南,石井　久継,FW,2005/7/7,170,65
甲府,河田　晃兵,GK,1987/10/13,184,78
甲府,イ　ミンギ,GK,2003/3/13,188,85
甲府,山内　康太,GK,1999/11/5,187,81
甲府,東　ジョン,GK,2002/5/2,187,85
甲府,井上　樹,DF,2001/5/28,178,74
甲府,野澤　陸,DF,1998/12/7,185,80
甲府,山本　英臣,DF,1980/6/26,175,69
甲府,一瀬　大寿,DF,2002/9/27,186,79
甲府,福元　竣,DF,2004/2/20,185,87
甲府,小出　悠太,DF,1994/10/20,180,76
甲府,福井　啓太,DF,2002/5/19,179,75
甲府,メンデス,DF,1995/4/25,188,86
甲府,小林　岩魚,MF,1996/10/17,178,72
甲府,荒木　翔,MF,1995/8/25,166,65
甲府,安田　虎士朗,MF,2003/8/14,173,69
甲府,熊倉　弘達,MF,2002/5/16,171,69
甲府,村上　千歩,MF,2001/5/28,175,70
甲府,米陀　大洋,MF,2003/4/6,170,67
甲府,林田　滉也,MF,1999/7/14,175,73
甲府,水野　颯太,MF,2000/6/30,175,69
甲府,遠藤　光,MF,2000/6/5,178,72
甲府,佐藤　恵介,MF,2002/6/25,171,69
甲府,平塚　悠知,MF,1996/4/13,175,63
甲府,佐藤　和弘,MF,1990/9/28,176,68
甲府,武井　成豪,MF,1998/4/15,181,75
甲府,保坂　知希,MF,2006/5/25,168,57
甲府,黒川　淳史,MF,1998/2/4,170,65
甲府,三平　和司,FW,1988/1/13,175,68
甲府,内藤　大和,FW,2004/7/14,179,73
甲府,藤井　一志,FW,2001/9/30,174,73
甲府,スタチオーリ　ミケーレ,FW,2003/10/6,178,76
甲府,大島　康樹,FW,1996/5/30,177,66
甲府,太田　龍之介,FW,2002/4/1,185,76
新潟,田代　琉我,GK,1998/8/27,185,88
新潟,吉満　大介,GK,1993/2/21,187,85
新潟,松浦　大翔,GK,2008/9/21,184,76
新潟,バウマン,GK,1996/4/10,194,84
新潟,内山　翔太,GK,2006/11/9,190,73
新潟,ジェイソン　ゲリア,DF,1993/5/10,183,78
新潟,加藤　徹也,DF,1996/3/13,181,75
新潟,舞行龍ジェームズ,DF,1988/9/17,185,82
新潟,早川　史哉,DF,1994/1/12,170,70
新潟,森　璃太,DF,2001/8/19,170,65
新潟,佐藤　海宏,DF,2007/2/26,177,72
新潟,松岡　敏也,DF,2007/9/28,175,68
新潟,藤原　優大,DF,2002/6/29,182,74
新潟,森　昂大,DF,1999/4/27,183,74
新潟,舩木　翔,DF,1998/4/13,177,65
新潟,大西　悠介,MF,2001/5/20,174,67
新潟,白井　永地,MF,1995/9/26,176,72
新潟,ダニーロ　ゴメス,MF,1999/2/5,175,77
新潟,落合　陸,MF,1999/5/23,175,72
新潟,古長谷　千博,MF,2001/10/25,171,61
新潟,シマブク　カズヨシ,MF,1999/7/29,166,63
新潟,星　雄次,MF,1992/7/27,170,64
新潟,新井　泰貴,MF,1997/6/19,174,67
新潟,藤原　奏哉,MF,1995/9/9,170,70
新潟,島村　拓弥,MF,1999/3/6,170,63
新潟,奥村　仁,MF,2001/4/3,168,62
新潟,石山　青空,MF,2006/1/27,170,65
新潟,笠井　佳祐,MF,2002/8/30,180,71
新潟,大竹　優心,MF,2005/7/17,170,61
新潟,若月　大和,FW,2002/1/18,170,65
新潟,マテウス　モラエス,FW,2000/4/22,176,72
新潟,小野　裕二,FW,1992/12/22,170,69
富山,平尾　駿輝,GK,2003/8/12,186,83
富山,寺門　陸,GK,2002/11/23,182,80
富山,コ　ボンジョ,GK,2002/2/15,191,82
富山,原田　岳,GK,1998/5/22,188,84
富山,香川　勇気,DF,1992/7/2,177,70
富山,今瀬　淳也,DF,1993/1/3,184,81
富山,深澤　壯太,DF,2003/3/20,175,70
富山,實藤　友紀,DF,1989/1/19,179,72
富山,西矢　慎平,DF,2001/8/11,173,70
富山,丸山　嵩大,DF,2004/8/16,178,72
富山,安光　将作,DF,1999/11/2,180,73
富山,鍋田　純志,DF,2000/1/2,179,68
富山,竹内　豊,DF,2003/1/21,184,80
富山,岡本　將成,DF,2000/4/7,184,82
富山,瀬良　俊太,MF,2001/10/11,174,68
富山,亀田　歩夢,MF,2006/12/19,168,58
富山,松岡　大智,MF,1999/1/23,171,63
富山,谷本　駿介,MF,2001/3/7,173,68
富山,末木　裕也,MF,1997/5/16,177,76
富山,湯之前　匡央,MF,2003/12/30,171,69
富山,伊藤　拓巳,MF,2000/7/29,169,65
富山,チョン　ウヨン,MF,1989/12/14,186,78
富山,椎名　伸志,MF,1991/10/15,166,60
富山,布施谷　翔,MF,2000/9/21,175,70
富山,溝口　駿,MF,2002/6/6,176,69
富山,髙橋　馨希,MF,2001/6/16,175,70
富山,竹中　元汰,MF,2003/1/25,173,67
富山,植田　啓太,MF,2002/9/3,175,71
富山,香川　太朗,MF,2004/7/14,166,62
富山,吉平　翼,FW,1998/1/5,172,70
富山,松田　力,FW,1991/7/24,175,70
富山,小川　慶治朗,FW,1992/7/14,170,67
富山,坪井　清志郎,FW,2000/2/1,178,73
富山,中島　裕希,FW,1984/6/16,175,80
富山,古川　真人,FW,2001/11/14,175,74
富山,キム　テウォン,FW,2005/3/11,185,76
磐田,川島　永嗣,GK,1983/3/20,185,82
磐田,阿部　航斗,GK,1997/8/1,186,82
磐田,三浦　龍輝,GK,1992/5/17,181,74
磐田,西澤　翼,GK,2002/8/29,189,84
磐田,中島　佳太郎,GK,2001/6/6,186,82
磐田,川﨑　一輝,DF,1997/11/8,174,68
磐田,森岡　陸,DF,1998/11/20,181,71
磐田,松原　后,DF,1996/8/30,182,72
磐田,江﨑　巧朗,DF,2000/2/5,177,68
磐田,加藤　大育,DF,1998/10/6,180,79
磐田,上夷　克典,DF,1996/4/5,182,74
磐田,西久保　駿介,DF,2003/7/30,178,67
磐田,桑原　航太,DF,2004/7/28,173,68
磐田,山﨑　浩介,DF,1995/12/30,182,80
磐田,甲斐　佑蒼,DF,2007/5/2,179,67
磐田,吉村　瑠晟,DF,2003/7/2,181,72
磐田,川口　尚紀,DF,1994/5/24,177,72
磐田,ヤン　ファンデンベルフ,DF,1994/10/2,188,80
磐田,増田　大空,DF,2008/1/13,177,70
磐田,西野　陽向,DF,2009/7/26,182,67
磐田,金子　大毅,MF,1998/8/28,177,67
磐田,上原　力也,MF,1996/8/25,174,66
磐田,為田　大貴,MF,1993/8/24,175,72
磐田,グスタボ　シルバ,MF,1997/9/7,168,63
磐田,井上　潮音,MF,1997/8/3,169,63
磐田,小池　直矢,MF,2005/2/12,179,71
磐田,川合　徳孟,MF,2007/3/3,173,65
磐田,角　昂志郎,MF,2002/8/13,166,66
磐田,石塚　蓮歩,MF,2007/12/17,182,69
磐田,相田　勇樹,MF,1998/8/3,172,66
磐田,植村　洋斗,MF,2001/8/26,173,67
磐田,奥田　悠真,MF,2008/5/6,165,59
磐田,小枝　朔太郎,MF,2009/8/11,172,61
磐田,西岡　健斗,MF,2008/7/14,172,64
磐田,藤原　健介,MF,2003/12/21,177,70
磐田,渡邉　りょう,FW,1996/10/25,179,71
磐田,マテウス　ペイショット,FW,1995/11/16,190,94
磐田,ポラメート　アーウィライ,FW,1998/7/20,180,72
磐田,佐藤　凌我,FW,1999/2/20,178,65
藤枝,田口　潤人,GK,1996/9/28,181,77
藤枝,ジョーンズ　レイ,GK,2002/5/4,180,73
藤枝,栗栖　汰志,GK,2006/9/17,182,73
藤枝,北村　海　チディ,GK,2000/9/17,178,78
藤枝,永野　修都,DF,2006/4/15,182,77
藤枝,鈴木　翔太,DF,1996/11/21,179,74
藤枝,中川　創,DF,1999/6/1,184,79
藤枝,楠本　卓海,DF,1995/12/10,182,76
藤枝,森　侑里,DF,2000/8/8,184,78
藤枝,近藤　優成,DF,2003/10/2,177,77
藤枝,久富　良輔,DF,1991/3/19,177,69
藤枝,中村　涼,DF,2002/7/20,182,76
藤枝,大森　彗斗,DF,2003/1/4,187,82
藤枝,世瀬　啓人,MF,1999/8/20,182,73
藤枝,浅倉　廉,MF,2001/4/28,168,64
藤枝,中村　優斗,MF,2003/10/9,175,70
藤枝,三木　仁太,MF,2003/8/21,174,67
藤枝,杉田　真彦,MF,1995/6/16,171,66
藤枝,岡澤　昂星,MF,2003/10/22,165,60
藤枝,松下　佳貴,MF,1994/3/3,174,67
藤枝,梶川　諒太,MF,1989/4/17,164,58
藤枝,河本　大雅,MF,2006/7/23,173,64
藤枝,芹生　海翔,MF,2006/2/22,178,68
藤枝,川上　エドオジョン　智慧,MF,1998/4/21,167,68
藤枝,行友　祐翔,MF,2007/2/6,172,65
藤枝,金子　翔太,MF,1995/5/2,163,58
藤枝,松木　駿之介,FW,1996/10/24,170,64
藤枝,矢村　健,FW,1997/6/9,169,69
藤枝,菊井　悠介,FW,1999/9/17,173,73
藤枝,真鍋　隼虎,FW,2004/1/2,177,72
藤枝,久保　征一郎,FW,2001/6/22,186,79
藤枝,山﨑　絢心,FW,2007/6/25,172,65
藤枝,閑田　隼人,FW,2002/8/1,178,72
徳島,永石　拓海,GK,1996/2/16,191,86
徳島,青木　心,GK,2000/6/9,187,82
徳島,三井　大輝,GK,2001/5/27,188,85
徳島,長谷川　徹,GK,1988/12/11,187,75
徳島,山田　奈央,DF,2002/11/18,183,72
徳島,カイケ,DF,2001/5/30,190,86
徳島,青木　駿人,DF,2001/4/6,183,79
徳島,山越　康平,DF,1993/5/4,183,78
徳島,松田　佳大,DF,2000/5/17,190,85
徳島,柳澤　亘,DF,1996/6/28,180,72
徳島,西坂　斗和,DF,2004/6/24,177,63
徳島,高木　友也,DF,1998/5/23,175,70
徳島,山口　竜弥,DF,2000/2/9,171,71
徳島,モヨ　マルコム強志,DF,2001/6/3,181,80
徳島,鹿沼　直生,MF,1997/12/7,174,73
徳島,児玉　駿斗,MF,1998/12/3,166,62
徳島,岩尾　憲,MF,1988/4/18,175,65
徳島,杉本　太郎,MF,1996/2/12,162,62
徳島,髙田　優,MF,2005/9/8,179,67
徳島,髙田　颯也,MF,2001/8/15,180,69
徳島,尾上　瑠聖,MF,2006/7/21,171,60
徳島,重廣　卓也,MF,1995/5/5,179,70
徳島,福田　武玖,MF,2007/10/20,174,67
徳島,ターレス,MF,2001/6/29,176,78
徳島,トニー　アンデルソン,FW,1997/12/27,184,80
徳島,ルーカス　バルセロス,FW,1998/7/19,182,82
徳島,梶谷　政仁,FW,2000/3/9,181,81
徳島,渡　大生,FW,1993/6/25,176,70
徳島,宮崎　純真,FW,2000/4/10,173,66
徳島,鈴木　輪太朗　イブラヒーム,FW,2003/1/31,192,85
徳島,ローレンス　デイビッド,FW,2006/4/25,176,76
今治,立川　小太郎,GK,1997/1/4,188,82
今治,山本　透衣,GK,2001/5/31,185,80
今治,伊藤　元太,GK,2000/7/2,190,83
今治,山田　陽介,GK,2003/9/3,186,86
今治,高木和　徹,GK,1995/4/15,184,81
今治,梅木　怜,DF,2005/8/25,174,65
今治,孫　大河,DF,1999/6/13,187,84
今治,市原　亮太,DF,1998/5/25,185,80
今治,ガブリエル　ゴメス,DF,1999/8/23,187,80
今治,ロドリゴ　ソウザ,DF,2002/5/31,171,68
今治,イ　ヨンジュン,DF,2006/8/7,190,80
今治,竹内　悠力,DF,2001/9/29,182,77
今治,丸山　大和,DF,2003/12/11,181,78
今治,新井　光,MF,1999/4/14,175,66
今治,梶浦　勇輝,MF,2004/1/2,170,70
今治,山田　貴文,MF,1992/4/19,173,68
今治,駒井　善成,MF,1992/6/6,168,68
今治,近藤　高虎,MF,1997/9/28,164,64
今治,森　晃太,MF,1997/6/13,175,69
今治,持井　響太,MF,1999/1/20,168,63
今治,佐藤　璃樹,MF,2003/11/30,172,68
今治,柴野　快仁,MF,2007/8/1,172,70
今治,笹　修大,MF,2006/8/31,183,80
今治,久保　恵音,MF,2007/4/25,167,62
今治,馬越　晃,MF,2005/7/13,172,64
今治,加藤　潤也,MF,1994/12/30,166,62
今治,エジガル　ジュニオ,FW,1991/5/6,174,72
今治,ウェズレイ　タンキ,FW,1996/7/14,186,85
今治,古山　兼悟,FW,2002/7/11,178,74
今治,菊池　季汐,FW,2003/9/29,175,70
今治,林　誠道,FW,1996/4/4,180,71
鳥栖,泉森　涼太,GK,1999/7/21,181,81
鳥栖,松原　颯汰,GK,2002/9/30,181,76
鳥栖,内山　圭,GK,1993/7/19,181,74
鳥栖,エジケ　唯吹ヴィンセント,GK,2008/12/31,182,71
鳥栖,神山　京右,DF,2000/1/2,178,72
鳥栖,今津　佑太,DF,1995/7/8,184,80
鳥栖,長澤　シヴァタファリ,DF,2001/12/12,186,83
鳥栖,北島　郁哉,DF,2005/11/20,171,67
鳥栖,安藤　寿岐,DF,2003/10/14,176,73
鳥栖,小川　大空,DF,1999/10/18,180,72
鳥栖,黒木　雄也,DF,2007/12/4,183,74
鳥栖,森下　怜哉,DF,1998/11/1,181,76
鳥栖,磯谷　駿,DF,2002/7/30,181,77
鳥栖,上原　牧人,DF,1998/11/20,182,78
鳥栖,松本　凪生,MF,2001/9/4,171,66
鳥栖,櫻井　辰徳,MF,2002/7/26,178,68
鳥栖,坂本　亘基,MF,1999/1/19,166,63
鳥栖,楢原　慶輝,MF,2004/4/7,168,61
鳥栖,城定　幹大,MF,2001/2/15,178,70
鳥栖,堺屋　佳介,MF,2005/5/7,173,68
鳥栖,西澤　健太,MF,1996/9/6,171,67
鳥栖,玄　理吾,MF,2003/12/30,171,61
鳥栖,豊田　歩,MF,2000/11/25,171,67
鳥栖,弓場　堅真,MF,2000/10/12,163,61
鳥栖,田中　雄大,MF,1999/12/14,163,63
鳥栖,池田　季礼,MF,2007/7/29,176,67
鳥栖,水巻　時飛,MF,2007/6/14,168,63
鳥栖,松岡　響祈,MF,2005/2/2,172,67
鳥栖,芳野　凱斗,MF,2005/3/30,170,68
鳥栖,伊澤　璃来,MF,2009/7/29,168,58
鳥栖,ヴィキンタス　スリヴカ,MF,1995/4/29,187,81
鳥栖,ジョー,FW,1999/2/21,190,86
鳥栖,酒井　宣福,FW,1992/11/9,180,80
鳥栖,鈴木　大馳,FW,2006/11/8,181,70
鳥栖,合戸　晴矢,FW,2004/5/8,177,73
鳥栖,塩浜　遼,FW,2000/5/7,170,66
大分,田中　悠也,GK,2000/5/10,185,94
大分,ムン　キョンゴン,GK,1995/2/9,187,83
大分,佐藤　隼,GK,1997/3/6,186,83
大分,古野　優斗,GK,2006/8/22,193,87
大分,岡本　拓也,DF,1992/6/18,175,75
大分,三竿　雄斗,DF,1991/4/16,175,69
大分,吉田　真那斗,DF,2001/11/16,173,69
大分,小野　俊輔,DF,2005/6/8,182,73
大分,松尾　勇佑,DF,2000/6/27,170,67
大分,戸根　一誓,DF,1996/5/22,182,77
大分,ペレイラ,DF,1997/1/31,184,80
大分,坂田　陸,DF,2003/7/30,183,86
大分,宮川　歩己,DF,2002/7/25,181,74
大分,中川　寛斗,MF,1994/11/3,155,60
大分,榊原　彗悟,MF,2000/10/9,170,60
大分,茂　平,MF,1993/4/14,174,71
大分,野嶽　惇也,MF,1994/9/11,177,73
大分,小酒井　新大,MF,2001/9/21,181,77
大分,山崎　太新,MF,2004/2/27,176,70
大分,清武　弘嗣,MF,1989/11/12,174,70
大分,吉川　敬進,MF,2003/7/26,170,61
大分,佐藤　丈晟,MF,2004/10/28,178,72
大分,松岡　颯人,MF,2005/4/14,171,65
大分,山口　卓己,MF,2000/7/21,167,63
大分,パトリッキ　ヴェロン,MF,2004/9/8,174,71
大分,有馬　幸太郎,FW,2000/9/3,183,80
大分,伊佐　耕平,FW,1991/11/23,176,73
大分,宇津元　伸弥,FW,2000/3/29,179,75
大分,屋敷　優成,FW,2003/10/18,166,63
大分,キム　ヒョンウ,FW,2001/10/10,180,77
大分,木許　太賀,FW,2005/6/13,167,68
大分,有働　夢叶,FW,2002/12/8,176,70
大分,櫻井　勇斗,FW,2004/1/20,183,72
大分,木本　真翔,FW,2003/9/22,175,69
宮崎,茂木　秀,GK,1999/1/15,195,90
宮崎,徳若　碧都,GK,2003/7/14,187,79
宮崎,岡本　享也,GK,1995/5/15,183,77
宮崎,イ　チュンウォン,GK,2004/7/13,192,90
宮崎,長友　海翔,DF,2002/4/5,170,70
宮崎,安部　崇士,DF,1997/7/15,180,74
宮崎,元木　漣,DF,2007/12/18,178,66
宮崎,松本　雄真,DF,1999/11/14,176,65
宮崎,横窪　皇太,DF,2002/5/25,181,72
宮崎,宮脇　茂夫,DF,2001/12/7,172,68
宮崎,眞鍋　旭輝,DF,1997/10/17,182,76
宮崎,黒木　謙吾,DF,1999/7/6,185,79
宮崎,下川　陽太,DF,1995/9/7,178,70
宮崎,田中　誠太郎,DF,2003/1/7,180,72
宮崎,渡邉　英祐,MF,1999/11/3,172,70
宮崎,大熊　健太,MF,1997/6/14,173,70
宮崎,阿野　真拓,MF,2003/8/30,158,55
宮崎,力安　祥伍,MF,1998/8/22,174,67
宮崎,井上　怜,MF,2001/1/18,166,61
宮崎,中野　桂太,MF,2002/8/27,167,65
宮崎,五月田　星矢,MF,2002/4/18,172,68
宮崎,山内　陸,MF,2000/8/2,170,66
宮崎,望月　耕平,MF,2006/6/7,178,73
宮崎,河合　駿樹,MF,2002/12/31,163,60
宮崎,安藤　陸登,MF,2006/8/8,180,68
宮崎,奥村　晃司,MF,1998/7/29,175,65
宮崎,坂井　駿也,MF,2004/4/16,171,65
宮崎,橋本　啓吾,FW,1998/9/17,191,82
宮崎,土信田　悠生,FW,1999/7/23,182,76
宮崎,佐藤　遼,FW,2004/1/8,176,70
宮崎,塚本　一咲,FW,2007/6/16,183,75
宮崎,松本　ケン　チザンガ,FW,2002/3/14,192,88
宮崎,武　颯,FW,1995/7/17,175,74
福島,上田　智輝,GK,1996/3/3,182,80
福島,吉丸　絢梓,GK,1996/3/27,183,75
福島,安西　駿,GK,2000/5/1,185,72
福島,田中　雄大,GK,1999/7/9,180,73
福島,チョン　ソンリョン,GK,1985/1/4,191,91
福島,當麻　颯,DF,2002/4/21,186,76
福島,ナム　ヒョンミン,DF,2005/4/2,185,77
福島,藤谷　匠,DF,1995/12/6,184,73
福島,チェ　ドヒョン,DF,2004/10/11,175,66
福島,安在　達弥,DF,1996/5/9,173,72
福島,野末　学,DF,2000/5/30,178,75
福島,鈴　直樹,DF,2000/4/13,176,72
福島,土屋　櫂大,DF,2006/5/12,181,74
福島,千葉　虎士,DF,2005/12/27,179,67
福島,上畑　佑平士,MF,1998/7/25,180,72
福島,芦部　晃生,MF,2001/4/5,173,69
福島,岡田　優希,MF,1996/5/13,172,70
福島,針谷　岳晃,MF,1998/10/15,166,56
福島,中村　翼,MF,2002/4/26,168,63
福島,藤田　仁朗,MF,2003/5/2,169,60
福島,泉　彩稀,MF,2003/8/21,179,65
福島,田中　慶汰,MF,2003/4/17,175,68
福島,狩野　海晟,MF,2002/2/8,167,63
福島,永長　鷹虎,MF,2003/4/7,168,60
福島,吉田　陣平,MF,2003/5/6,170,66
福島,清水　一雅,FW,2001/8/2,171,68
福島,三浦　知良,FW,1967/2/26,177,72
福島,石井　稜真,FW,2002/6/15,183,79
福島,樋口　寛規,FW,1992/4/16,172,72
栃木SC,川田　修平,GK,1994/4/5,189,82
栃木SC,櫻庭　立樹,GK,1999/10/13,192,87
栃木SC,鹿野　修平,GK,1999/8/27,183,77
栃木SC,猪越　優惟,GK,2001/5/26,185,81
栃木SC,柳　育崇,DF,1994/6/22,188,94
栃木SC,阿部　海斗,DF,1999/6/18,175,70
栃木SC,鈴木　俊也,DF,2000/11/24,178,73
栃木SC,田端　琉聖,DF,2003/5/11,187,78
栃木SC,岩﨑　博,DF,2002/10/11,186,82
栃木SC,田畑　知起,DF,2004/2/26,182,75
栃木SC,木邨　優人,DF,2002/9/16,184,75
栃木SC,内田　航平,DF,1993/5/19,175,74
栃木SC,佐藤　祥,MF,1993/7/22,174,71
栃木SC,五十嵐　太陽,MF,2003/4/14,172,60
栃木SC,青島　太一,MF,2001/4/17,170,63
栃木SC,大曽根　広汰,MF,1999/8/17,167,64
栃木SC,堤　陽輝,MF,2003/6/13,180,75
栃木SC,杉森　考起,MF,1997/4/5,174,67
栃木SC,永井　大士,MF,2004/1/1,170,68
栃木SC,屋宜　和真,MF,2002/12/10,167,60
栃木SC,食野　壮磨,MF,2001/5/20,167,63
栃木SC,吉野　陽翔,MF,2002/8/4,181,76
栃木SC,市川　遥章,MF,2008/4/22,171,64
栃木SC,湯浅　友吾,MF,2008/4/15,160,54
栃木SC,横浜　丞,MF,2008/12/12,172,70
栃木SC,中野　克哉,MF,1996/9/13,168,64
栃木SC,川名　連介,FW,2002/2/18,170,68
栃木SC,近藤　慶一,FW,2002/3/3,181,82
栃木SC,庄司　朗,FW,2002/10/10,187,79
栃木SC,矢野　貴章,FW,1984/4/5,187,78
栃木SC,西野　太陽,FW,2002/8/10,180,70
栃木SC,オタボー　ケネス,FW,2002/5/13,178,67
群馬,山田　和季,GK,2003/12/30,185,80
群馬,近藤　壱成,GK,2001/1/15,188,86
群馬,志賀　一允,GK,2001/5/20,187,82
群馬,キム　ジェヒ,GK,2006/5/16,185,80
群馬,田頭　亮太,DF,2002/2/7,170,67
群馬,大畑　隆也,DF,1997/10/12,180,77
群馬,キム　グニル,DF,2002/12/6,190,85
群馬,菊地　健太,DF,2000/5/28,171,71
群馬,貫　真郷,DF,2003/10/2,185,80
群馬,シルヴァン　デランド,DF,1997/4/25,190,86
群馬,中野　力瑠,DF,2005/12/19,185,82
群馬,秋元　琉星,DF,2003/1/25,180,79
群馬,小柳　達司,DF,1990/2/7,181,80
群馬,野瀬　翔也,DF,2003/2/14,185,75
群馬,玉城　大志,MF,2001/4/10,174,73
群馬,米原　秀亮,MF,1998/4/20,184,76
群馬,西村　恭史,MF,1999/11/4,185,78
群馬,神垣　陸,MF,1998/7/14,179,70
群馬,山口　一真,MF,1996/1/17,175,70
群馬,風間　宏希,MF,1991/6/19,177,74
群馬,モハマド　ファルザン佐名,MF,2004/6/30,175,68
群馬,下川　太陽,MF,2002/3/7,165,62
群馬,藤村　怜,MF,1999/5/26,176,70
群馬,櫻井　文陽,MF,2003/5/22,165,62
群馬,安達　秀都,MF,2004/7/15,170,63
群馬,瀬畠　義成,MF,2001/1/19,182,78
群馬,佐藤　凜弥,MF,2007/8/1,170,64
群馬,原田　高虎,MF,2007/11/1,176,66
群馬,古賀　竣,MF,2007/8/7,175,70
群馬,ソン　ミンソッ,MF,2007/9/20,187,78
群馬,青木　翔大,FW,1990/8/11,183,80
群馬,加々美　登生,FW,1999/2/15,172,69
群馬,百田　真登,FW,2001/4/4,178,74
群馬,田中　翔太,FW,2001/4/10,178,78
群馬,松本　皐誠,FW,2003/8/12,173,65
群馬,小西　宏登,FW,2002/11/12,171,72
群馬,出間　思努,FW,2005/6/15,175,73
群馬,中島　大嘉,FW,2002/6/8,188,88
相模原,三浦　基瑛,GK,1996/5/28,186,80
相模原,金　珉浩,GK,2000/1/26,192,86
相模原,杉本　大地,GK,1993/7/15,187,83
相模原,綿引　康,DF,1998/1/21,174,73
相模原,ピトリック,DF,1997/11/14,184,84
相模原,常田　克人,DF,1997/11/27,187,82
相模原,高野　遼,DF,1994/11/13,171,70
相模原,三鬼　海,DF,1993/4/19,174,69
相模原,沖田　空,DF,2002/9/5,180,77
相模原,山内　琳太郎,DF,2002/10/25,180,75
相模原,島川　俊郎,MF,1990/5/28,180,75
相模原,徳永　裕大,MF,1994/4/16,170,69
相模原,神戸　康輔,MF,2000/3/9,170,63
相模原,中山　陸,MF,2001/1/22,174,64
相模原,前田　泰良,MF,2000/7/27,173,73
相模原,竹内　崇人,MF,2002/5/29,178,73
相模原,川畑　優翔,MF,2003/9/9,180,75
相模原,田鎖　勇作,MF,2003/5/27,178,73
相模原,杉本　蓮,MF,2003/3/18,175,60
相模原,棚橋　尭士,FW,2000/7/12,172,68
相模原,佐々木　快,FW,1998/10/20,179,75
相模原,武藤　雄樹,FW,1988/11/7,170,68
相模原,安藤　翼,FW,1996/5/12,170,67
松本,上林　豪,GK,2002/8/18,185,74
松本,富澤　雅也,GK,1993/7/14,188,76
松本,高麗　稜太,GK,2000/7/26,180,78
松本,キム　ジュンヒョン,GK,2006/3/23,188,79
松本,岡　健太,GK,2008/5/27,186,75
松本,小田　逸稀,DF,1998/7/16,173,68
松本,高橋　祥平,DF,1991/10/27,180,73
松本,宮部　大己,DF,1998/10/16,178,70
松本,佐相　壱明,DF,1999/6/16,174,67
松本,小川　大貴,DF,1991/10/16,172,73
松本,白井　達也,DF,1997/4/25,180,75
松本,二ノ宮　慈洋,DF,2003/11/10,190,73
松本,樋口　大輝,DF,2001/9/10,173,70
松本,金子　光汰,DF,2004/1/27,183,73
松本,リ　トビン,DF,2003/9/24,185,78
松本,深澤　佑太,MF,2000/8/15,172,68
松本,大橋　尚志,MF,1996/12/1,183,72
松本,渋谷　諒太,MF,2003/5/15,174,67
松本,澤崎　凌大,MF,2002/3/21,177,72
松本,松村　厳,MF,2002/6/20,178,75
松本,萩原　正太郎,MF,2006/6/14,174,67
松本,村越　凱光,MF,2001/10/7,167,64
松本,安永　玲央,MF,2000/11/19,177,72
松本,早河　恭哉,MF,2004/1/9,172,65
松本,松岡　瑠夢,FW,1998/7/22,177,65
松本,加藤　拓己,FW,1999/7/16,180,84
松本,田中　想来,FW,2004/11/11,174,71
松本,渡邊　乃斗,FW,2002/5/5,185,79
松本,藤枝　康佑,FW,2003/7/30,175,70
松本,井上　愛簾,FW,2006/9/19,177,72
長野,田尻　健,GK,1993/6/11,182,77
長野,中野　小次郎,GK,1999/3/5,200,90
長野,牧野　虎太郎,GK,2002/7/13,185,81
長野,下鳥　舟平,GK,2009/4/22,181,70
長野,酒井　崇一,DF,1996/5/13,184,81
長野,冨田　康平,DF,1996/6/9,177,74
長野,行德　瑛,DF,2004/12/17,185,79
長野,大野　佑哉,DF,1996/8/17,179,70
長野,附木　雄也,DF,1994/12/17,184,83
長野,石井　光輝,DF,1995/3/15,173,67
長野,渡邉　禅,DF,2004/1/8,168,65
長野,尾崎　裕人,DF,2003/7/4,185,79
長野,長谷川　雄志,MF,1996/12/6,178,77
長野,長谷川　隼,MF,1997/9/14,180,74
長野,近藤　貴司,MF,1992/4/26,167,62
長野,山中　麗央,MF,1999/7/10,168,60
長野,樋口　叶,MF,2001/4/23,165,63
長野,忽那　喬司,MF,1997/8/20,175,65
長野,伊藤　恵亮,MF,2001/2/4,172,66
長野,吉田　桂介,MF,2003/1/20,175,68
長野,田中　康介,MF,1999/2/1,170,67
長野,中田　舜貴,MF,2002/5/21,176,70
長野,藤川　虎太朗,MF,1998/7/24,172,65
長野,野嶋　圭人,MF,2003/4/11,165,63
長野,安藤　一哉,MF,1997/7/15,174,70
長野,古賀　俊太郎,MF,1998/8/27,181,73
長野,森田　大智,MF,2003/6/18,170,60
長野,大﨑　舜,FW,2000/4/15,189,80
長野,進　昂平,FW,1995/6/4,172,67
長野,吉澤　柊,FW,1998/10/21,176,77
長野,加納　大,FW,2002/9/13,173,71
長野,清水　蒼太朗,FW,2003/10/28,175,78
